ZIP,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
53098,373,310,$572 
53099,*,*,*
53101,*,*,*
53103,129,102,$645 
53104,191,161,$578 
53105,"1,012",838,$516 
53108,119,98,$534 
53109,*,*,*
53110,525,469,$536 
53114,81,66,$545 
53115,648,546,$470 
53118,297,214,$581 
53119,172,138,$554 
53120,319,231,$468 
53121,691,507,$450 
53122,196,141,$496 
53125,106,49,$491 
53126,229,164,$551 
53127,11,*,*
53128,289,235,$443 
53129,458,376,$515 
53130,234,203,$538 
53132,"1,240","1,005",$517 
53137,62,51,$524 
53138,*,*,*
53139,115,92,$508 
53140,786,705,$570 
53141,*,*,*
53142,955,816,$547 
53143,628,578,$537 
53144,656,573,$517 
53146,249,183,$608 
53147,844,604,$481 
53148,*,*,*
53149,627,464,$533 
53150,727,547,$560 
53151,"1,028",855,$555 
53153,76,59,$578 
53154,"1,230","1,093",$496 
53156,119,96,$524 
53157,37,*,*
53158,428,358,$537 
53159,*,*,*
53167,29,*,*
53168,270,238,$490 
53170,76,*,*
53171,*,*,*
53172,585,516,$581 
53176,*,*,*
53177,183,157,$591 
53178,140,96,$513 
53179,187,154,$538 
53181,295,240,$547 
53182,205,177,$572 
53183,109,83,$487 
53184,178,130,$417 
53185,548,459,$540 
53186,912,768,$540 
53187,*,*,*
53188,"1,073",856,$528 
53189,686,538,$548 
53190,415,329,$446 
53191,148,111,$431 
53192,16,*,*
53195,*,*,*
53201,*,*,*
53202,"1,000",731,$441 
53203,59,46,$405 
53204,783,694,$533 
53205,148,135,$540 
53206,397,365,$579 
53207,"1,362","1,127",$451 
53208,769,652,$506 
53209,"1,141","1,001",$554 
53210,559,491,$558 
53211,"1,328","1,005",$426 
53212,"1,089",951,$442 
53213,852,644,$478 
53214,"1,086",991,$532 
53215,"1,237","1,162",$530 
53216,787,718,$572 
53217,"1,194",812,$487 
53218,824,770,$576 
53219,976,899,$528 
53220,822,761,$536 
53221,"1,294","1,186",$535 
53222,704,619,$521 
53223,805,697,$533 
53224,428,390,$521 
53225,616,553,$525 
53226,532,430,$511 
53227,666,586,$538 
53228,483,423,$577 
53233,172,152,$451 
53234,*,*,*
53235,359,316,$544 
53237,*,*,*
53402,822,715,$561 
53403,617,564,$576 
53404,285,262,$584 
53405,659,586,$591 
53406,702,604,$565 
53501,22,*,*
53502,73,*,*
53503,69,*,*
53504,105,90,$571 
53505,19,*,*
53506,55,*,*
53507,85,69,$504 
53508,163,135,$445 
53510,68,*,*
53511,"1,038",846,$484 
53512,*,*,*
53515,102,78,$431 
53516,91,72,$508 
53517,76,60,$491 
53518,53,*,*
53520,234,190,$505 
53521,113,85,$434 
53522,52,*,*
53523,190,139,$505 
53525,166,108,$400 
53526,15,*,*
53527,289,208,$411 
53528,169,129,$446 
53529,93,62,$328 
53530,216,193,$515 
53531,126,93,$428 
53532,362,259,$411 
53533,247,209,$516 
53534,404,300,$503 
53535,*,*,*
53536,234,190,$479 
53537,33,*,*
53538,652,523,$503 
53540,*,*,*
53541,53,*,*
53543,80,*,*
53544,41,*,*
53545,668,528,$454 
53546,809,648,$459 
53547,*,*,*
53548,477,401,$492 
53549,314,266,$547 
53550,68,*,*
53551,296,239,$522 
53553,24,*,*
53554,51,*,*
53555,296,243,$521 
53556,101,83,$549 
53557,17,*,*
53558,350,275,$436 
53559,159,129,$459 
53560,126,94,$390 
53561,72,*,*
53562,827,561,$434 
53563,357,256,$478 
53565,252,224,$548 
53566,582,484,$508 
53569,54,*,*
53570,119,96,$584 
53571,*,*,*
53572,337,247,$414 
53573,125,114,$572 
53574,142,103,$457 
53575,448,311,$420 
53576,75,63,$483 
53577,56,*,*
53578,168,117,$446 
53579,59,*,*
53580,26,*,*
53581,397,344,$516 
53582,43,*,*
53583,183,142,$477 
53585,64,48,$500 
53586,93,81,$492 
53587,77,*,*
53588,203,166,$499 
53589,567,416,$432 
53590,"1,074",764,$401 
53593,711,453,$432 
53594,177,148,$518 
53597,449,312,$420 
53598,69,43,$353 
53599,*,*,*
53701,*,*,*
53703,936,653,$317 
53704,"1,605","1,266",$395 
53705,583,420,$385 
53706,*,*,*
53707,*,*,*
53708,*,*,*
53711,"1,229",846,$420 
53713,593,469,$405 
53714,483,376,$417 
53715,235,173,$382 
53716,612,461,$418 
53717,375,252,$419 
53718,379,255,$416 
53719,888,666,$397 
53725,*,*,*
53726,69,50,$303 
53801,55,*,*
53802,*,*,*
53803,39,*,*
53804,94,*,*
53805,137,119,$577 
53806,98,*,*
53807,221,191,$563 
53808,38,*,*
53809,169,158,$497 
53810,43,*,*
53811,107,*,*
53812,*,*,*
53813,249,230,$535 
53816,41,*,*
53817,*,*,*
53818,527,459,$491 
53820,105,*,*
53821,244,197,$573 
53825,26,*,*
53826,39,*,*
53827,*,*,*
53901,439,362,$524 
53910,92,*,*
53911,39,*,*
53913,693,576,$465 
53916,672,586,$564 
53919,94,*,*
53920,18,*,*
53922,34,*,*
53923,58,*,*
53924,62,*,*
53925,300,256,$529 
53926,36,*,*
53928,*,*,*
53929,67,56,$660 
53930,39,*,*
53931,*,*,*
53932,78,59,$563 
53933,131,114,$583 
53934,177,157,$644 
53935,*,*,*
53936,47,*,*
53937,40,*,*
53939,14,*,*
53940,13,*,*
53941,80,57,$583 
53942,*,*,*
53943,48,*,*
53944,90,72,$566 
53946,163,141,$530 
53947,*,*,*
53948,254,220,$509 
53949,268,230,$622 
53950,111,92,$488 
53951,79,67,$529 
53952,125,110,$607 
53953,*,*,*
53954,209,175,$555 
53955,165,137,$535 
53956,135,123,$528 
53959,412,367,$479 
53960,144,126,$484 
53961,25,*,*
53962,*,*,*
53963,330,282,$523 
53964,123,100,$546 
53965,506,431,$538 
53968,60,*,*
53969,*,*,*
54001,363,321,$592 
54002,205,152,$541 
54003,52,41,$619 
54004,88,76,$682 
54005,142,126,$573 
54006,35,*,*
54007,54,*,*
54009,137,114,$594 
54011,215,172,$564 
54013,181,151,$611 
54014,74,63,$687 
54015,110,98,$511 
54016,"1,066",780,$541 
54017,608,502,$533 
54020,337,290,$603 
54021,208,148,$574 
54022,694,546,$509 
54023,122,106,$546 
54024,255,231,$632 
54025,281,213,$568 
54026,93,76,$547 
54027,51,*,*
54028,72,*,*
54082,51,34,$759 
54101,117,*,*
54102,55,*,*
54103,27,*,*
54104,79,*,*
54106,219,198,$524 
54107,175,*,*
54110,205,187,$465 
54111,96,*,*
54112,125,*,*
54113,109,95,$516 
54114,345,326,$603 
54115,"1,372","1,213",$503 
54119,43,*,*
54120,11,*,*
54121,107,*,*
54123,*,*,*
54124,193,*,*
54125,38,*,*
54126,170,155,$462 
54127,*,*,*
54128,52,*,*
54129,143,118,$599 
54130,985,873,$500 
54135,30,*,*
54136,218,201,$525 
54137,45,*,*
54138,57,*,*
54139,131,*,*
54140,263,246,$502 
54141,83,*,*
54143,597,550,$535 
54149,75,*,*
54150,*,*,*
54151,137,*,*
54152,*,*,*
54153,307,284,$562 
54154,193,*,*
54155,188,158,$467 
54156,86,*,*
54157,226,*,*
54159,59,*,*
54160,*,*,*
54161,141,*,*
54162,391,351,$501 
54165,335,306,$513 
54166,640,598,$568 
54169,109,85,$555 
54170,161,137,$540 
54171,127,*,*
54173,156,136,$544 
54174,175,*,*
54175,64,*,*
54177,142,*,*
54180,83,*,*
54201,263,248,$540 
54202,161,146,$433 
54204,100,*,*
54205,100,*,*
54207,*,*,*
54208,267,256,$524 
54209,140,121,$517 
54210,118,106,$448 
54211,20,*,*
54212,128,98,$505 
54213,79,*,*
54214,13,*,*
54215,*,*,*
54216,308,283,$528 
54217,309,286,$493 
54220,"1,403","1,280",$531 
54227,90,*,*
54228,120,*,*
54229,141,*,*
54230,256,215,$519 
54232,28,*,*
54234,239,199,$427 
54235,"1,193","1,095",$509 
54241,586,550,$540 
54245,114,102,$468 
54246,87,*,*
54247,90,*,*
54301,707,649,$483 
54302,834,793,$505 
54303,933,888,$492 
54304,859,797,$516 
54305,*,*,*
54307,*,*,*
54308,*,*,*
54311,"1,093",966,$490 
54313,"1,300","1,179",$498 
54401,"1,013",879,$576 
54402,*,*,*
54403,838,714,$547 
54404,*,*,*
54405,121,110,$682 
54406,187,172,$544 
54407,100,*,*
54408,54,*,*
54409,490,456,$592 
54410,129,115,$779 
54411,244,223,$561 
54412,123,110,$754 
54413,13,*,*
54414,149,129,$554 
54416,55,*,*
54417,*,*,*
54418,48,*,*
54420,77,66,$856 
54421,117,104,$715 
54422,32,*,*
54423,115,104,$613 
54424,82,*,*
54425,117,105,$679 
54426,190,178,$513 
54427,81,63,$584 
54428,34,*,*
54429,*,*,*
54430,15,*,*
54433,107,*,*
54435,113,*,*
54436,73,*,*
54437,129,115,$837 
54440,126,92,$589 
54441,32,*,*
54442,41,*,*
54443,112,90,$637 
54446,141,122,$795 
54447,23,*,*
54448,168,142,$563 
54449,"1,147","1,031",$730 
54450,*,*,*
54451,624,599,$843 
54452,696,634,$633 
54454,58,*,*
54455,586,501,$611 
54456,235,205,$828 
54457,366,334,$768 
54458,*,*,*
54459,68,*,*
54460,104,90,$865 
54462,22,*,*
54463,45,*,*
54464,*,*,*
54465,36,*,*
54466,132,120,$760 
54467,449,389,$522 
54469,71,*,*
54470,113,*,*
54471,74,60,$594 
54473,117,106,$588 
54474,119,96,$599 
54475,94,*,*
54476,591,515,$552 
54479,184,167,$564 
54480,79,*,*
54481,923,824,$517 
54482,375,327,$539 
54484,259,218,$558 
54485,20,*,*
54486,101,*,*
54487,504,452,$672 
54488,66,*,*
54489,64,*,*
54490,53,*,*
54491,109,*,*
54493,30,*,*
54494,"1,178","1,064",$780 
54495,305,288,$817 
54498,99,*,*
54499,121,107,$555 
54501,"1,033",933,$602 
54511,68,*,*
54512,109,98,$791 
54513,21,*,*
54514,109,*,*
54515,46,*,*
54517,16,*,*
54519,104,92,$784 
54520,160,146,$872 
54521,660,584,$740 
54524,43,*,*
54525,16,*,*
54526,28,*,*
54527,55,*,*
54529,100,*,*
54530,27,*,*
54531,136,123,$610 
54534,158,*,*
54536,*,*,*
54537,39,*,*
54538,123,56,$912 
54539,99,*,*
54540,90,78,$784 
54541,47,*,*
54542,28,*,*
54543,*,*,*
54545,74,62,$835 
54546,50,*,*
54547,133,121,$910 
54548,474,392,$595 
54550,41,*,*
54552,314,301,$946 
54554,73,*,*
54555,269,257,$932 
54556,66,*,*
54557,91,*,*
54558,173,147,$802 
54559,34,*,*
54560,40,*,*
54561,*,*,*
54562,142,128,$675 
54563,19,*,*
54564,23,*,*
54565,*,*,*
54566,61,*,*
54568,444,396,$725 
54601,"1,261","1,093",$595 
54602,*,*,*
54603,484,439,$581 
54610,103,92,$731 
54611,64,50,$594 
54612,174,*,*
54613,71,*,*
54614,96,*,*
54615,320,272,$676 
54616,56,*,*
54618,64,*,*
54619,155,137,$594 
54620,*,*,*
54621,27,*,*
54622,92,*,*
54623,52,*,*
54624,49,*,*
54625,*,*,*
54626,54,*,*
54627,83,60,$687 
54628,49,*,*
54629,97,69,$642 
54630,156,130,$603 
54631,86,*,*
54632,53,39,$525 
54634,104,90,$601 
54635,79,*,*
54636,421,351,$562 
54638,59,*,*
54639,68,*,*
54642,78,*,*
54643,*,*,*
54644,82,*,*
54645,*,*,*
54646,90,77,$554 
54648,56,*,*
54650,626,527,$626 
54651,39,*,*
54652,18,*,*
54653,32,*,*
54654,*,*,*
54655,64,*,*
54656,502,426,$636 
54657,*,*,*
54658,52,*,*
54659,26,*,*
54660,349,286,$620 
54661,107,80,$692 
54664,68,51,$590 
54665,389,329,$505 
54666,104,80,$724 
54667,129,111,$579 
54669,235,212,$641 
54670,56,36,$718 
54701,"1,363","1,124",$759 
54702,*,*,*
54703,"1,401","1,250",$755 
54720,271,226,$771 
54721,103,92,$806 
54722,160,145,$872 
54723,43,32,$638 
54724,358,319,$804 
54725,114,*,*
54726,119,*,*
54727,212,179,$916 
54728,328,283,$935 
54729,"1,192","1,032",$857 
54730,225,202,$842 
54731,28,*,*
54732,147,136,$867 
54733,63,*,*
54734,38,*,*
54736,234,200,$833 
54737,24,*,*
54738,172,132,$685 
54739,198,162,$729 
54740,94,83,$714 
54741,64,*,*
54742,185,155,$823 
54745,127,112,"$1,001 "
54746,24,*,*
54747,105,88,$697 
54748,60,*,*
54749,35,*,*
54750,66,*,*
54751,702,595,$784 
54754,65,*,*
54755,415,378,$731 
54756,46,*,*
54757,158,134,$898 
54758,181,162,$634 
54759,58,45,$816 
54760,*,*,*
54761,74,57,$664 
54762,54,*,*
54763,61,*,*
54765,*,*,*
54766,73,*,*
54767,154,120,$654 
54768,237,207,$820 
54769,50,*,*
54770,101,*,*
54771,174,162,$859 
54772,28,*,*
54773,83,66,$720 
54801,388,349,$791 
54805,81,*,*
54806,466,413,$742 
54810,116,*,*
54812,207,189,$849 
54813,53,*,*
54814,156,142,$729 
54817,150,119,$889 
54819,101,*,*
54820,35,*,*
54821,120,101,$917 
54822,209,178,$861 
54824,105,87,$697 
54826,44,*,*
54827,26,*,*
54828,20,*,*
54829,297,273,$927 
54830,158,135,$889 
54832,30,*,*
54835,43,*,*
54836,34,*,*
54837,232,195,$660 
54838,69,*,*
54839,12,*,*
54840,162,140,$723 
54841,*,*,*
54842,*,*,*
54843,663,533,$817 
54844,22,*,*
54845,*,*,*
54846,28,*,*
54847,130,112,$789 
54848,222,196,$943 
54849,58,*,*
54850,45,30,$783 
54853,177,158,$585 
54854,29,*,*
54855,67,*,*
54856,67,*,*
54857,*,*,*
54858,65,*,*
54859,91,79,$834 
54861,*,*,*
54862,13,*,*
54864,37,*,*
54865,20,*,*
54867,20,*,*
54868,731,664,$846 
54870,101,*,*
54871,119,*,*
54872,120,101,$707 
54873,111,*,*
54874,99,*,*
54875,73,*,*
54876,87,73,$828 
54880,768,702,$660 
54888,77,*,*
54889,127,*,*
54890,*,*,*
54891,169,156,$713 
54893,185,169,$765 
54895,61,*,*
54896,100,*,*
54901,986,896,$497 
54902,683,624,$507 
54903,*,*,*
54904,683,600,$511 
54909,76,63,$593 
54911,876,789,$492 
54912,*,*,*
54913,747,633,$497 
54914,"1,187","1,058",$493 
54915,"1,295","1,172",$524 
54921,70,59,$648 
54922,62,48,$585 
54923,222,204,$551 
54926,*,*,*
54927,*,*,*
54928,21,*,*
54929,331,306,$539 
54930,59,*,*
54931,*,*,*
54932,39,*,*
54933,*,*,*
54935,"1,124",947,$534 
54936,*,*,*
54937,613,489,$525 
54940,204,187,$590 
54941,112,99,$563 
54942,303,260,$537 
54943,67,*,*
54944,327,257,$509 
54945,180,161,$554 
54947,152,139,$563 
54948,12,*,*
54949,138,124,$508 
54950,174,*,*
54952,911,811,$507 
54956,"1,413","1,223",$527 
54957,*,*,*
54960,121,108,$617 
54961,511,462,$566 
54962,50,*,*
54963,248,229,$549 
54964,46,*,*
54965,55,*,*
54966,83,*,*
54967,18,*,*
54968,131,120,$584 
54969,*,*,*
54970,105,*,*
54971,344,302,$553 
54974,40,*,*
54976,*,*,*
54977,69,*,*
54978,*,*,*
54979,77,*,*
54980,*,*,*
54981,550,507,$550 
54982,283,259,$588 
54983,174,156,$594 
54984,121,109,$600 
54985,*,*,*
54986,146,124,$546 
56144,*,*,*
56219,12,*,*
57001,74,*,*
57002,58,*,*
57003,45,*,*
57004,146,*,*
57005,282,262,$389 
57006,694,653,$537 
57010,19,*,*
57012,41,*,*
57013,84,*,*
57014,54,*,*
57015,25,*,*
57016,27,*,*
57017,55,*,*
57018,46,*,*
57020,39,*,*
57021,*,*,*
57022,179,153,$456 
57024,13,*,*
57025,72,61,$660 
57026,77,*,*
57027,*,*,*
57028,98,85,$672 
57029,101,*,*
57030,92,*,*
57031,17,*,*
57032,195,179,$413 
57033,167,144,$432 
57034,24,*,*
57035,55,*,*
57036,27,*,*
57037,59,*,*
57038,47,*,*
57039,135,*,*
57040,16,*,*
57041,*,*,*
57042,263,236,$575 
57043,48,*,*
57045,83,*,*
57046,20,*,*
57047,*,*,*
57048,36,*,*
57049,196,150,$679 
57050,14,*,*
57051,*,*,*
57052,19,*,*
57053,81,*,*
57054,17,*,*
57055,32,*,*
57057,31,*,*
57058,37,*,*
57059,72,*,*
57061,*,*,*
57062,48,*,*
57063,46,*,*
57064,181,155,$392 
57065,16,*,*
57066,72,*,*
57067,12,*,*
57068,42,*,*
57069,287,247,$524 
57070,79,*,*
57071,107,*,*
57072,36,*,*
57073,17,*,*
57075,33,*,*
57076,11,*,*
57077,31,*,*
57078,606,563,$632 
57103,844,730,$487 
57104,892,763,$465 
57105,706,598,$431 
57106,"1,137","1,000",$418 
57107,242,220,$448 
57108,660,555,$431 
57109,*,*,*
57110,518,454,$435 
57117,*,*,*
57197,*,*,*
57201,"1,137","1,067",$584 
57212,71,*,*
57213,21,*,*
57214,*,*,*
57216,57,*,*
57217,26,*,*
57218,29,*,*
57219,30,*,*
57220,33,*,*
57221,108,*,*
57223,59,*,*
57224,11,*,*
57225,144,*,*
57226,95,84,$561 
57227,33,*,*
57231,124,*,*
57232,25,*,*
57233,39,*,*
57234,68,*,*
57235,78,*,*
57236,*,*,*
57237,33,*,*
57238,33,*,*
57239,26,*,*
57241,101,*,*
57242,29,*,*
57243,32,*,*
57245,*,*,*
57246,*,*,*
57247,17,*,*
57248,202,*,*
57249,69,*,*
57251,*,*,*
57252,203,189,$572 
57255,17,*,*
57256,*,*,*
57257,*,*,*
57258,17,*,*
57259,45,*,*
57260,37,*,*
57261,30,*,*
57262,106,*,*
57263,39,*,*
57264,18,*,*
57265,23,*,*
57266,39,*,*
57268,18,*,*
57269,31,*,*
57270,42,*,*
57271,25,*,*
57272,45,*,*
57273,74,*,*
57274,238,217,$586 
57276,67,*,*
57278,87,*,*
57279,81,*,*
57301,545,510,$617 
57311,32,*,*
57312,15,*,*
57313,56,*,*
57314,47,*,*
57315,54,*,*
57317,30,*,*
57319,47,*,*
57321,*,*,*
57322,25,*,*
57323,19,*,*
57324,14,*,*
57325,154,140,$531 
57328,63,*,*
57329,12,*,*
57330,23,*,*
57331,15,*,*
57332,49,*,*
57334,47,*,*
57335,25,*,*
57337,22,*,*
57339,*,*,*
57340,22,*,*
57341,13,*,*
57342,44,*,*
57344,*,*,*
57345,54,*,*
57348,50,*,*
57349,35,*,*
57350,301,278,$624 
57353,42,*,*
57354,*,*,*
57355,76,*,*
57356,28,*,*
57358,*,*,*
57359,42,*,*
57361,*,*,*
57362,41,*,*
57363,54,*,*
57364,*,*,*
57365,35,*,*
57366,74,*,*
57367,14,*,*
57368,67,*,*
57369,158,*,*
57370,83,69,$586 
57371,11,*,*
57373,24,*,*
57374,*,*,*
57375,25,*,*
57376,45,*,*
57379,*,*,*
57380,75,*,*
57381,35,*,*
57382,77,*,*
57383,53,42,$572 
57384,33,*,*
57385,87,*,*
57386,*,*,*
57401,871,780,$480 
57402,*,*,*
57420,*,*,*
57421,*,*,*
57422,19,*,*
57424,13,*,*
57426,*,*,*
57427,15,*,*
57428,29,*,*
57429,*,*,*
57430,78,*,*
57432,12,*,*
57433,42,*,*
57434,38,*,*
57435,23,*,*
57436,33,*,*
57437,65,*,*
57438,30,*,*
57440,22,*,*
57441,47,*,*
57442,64,*,*
57445,81,*,*
57446,21,*,*
57448,19,*,*
57449,12,*,*
57450,41,*,*
57451,74,*,*
57452,23,*,*
57454,40,*,*
57455,*,*,*
57456,38,*,*
57457,*,*,*
57460,20,*,*
57461,*,*,*
57465,12,*,*
57466,*,*,*
57467,17,*,*
57468,27,*,*
57469,99,*,*
57470,*,*,*
57471,53,*,*
57472,33,*,*
57473,*,*,*
57474,*,*,*
57475,18,*,*
57476,11,*,*
57477,*,*,*
57479,22,*,*
57481,16,*,*
57501,470,429,$594 
57520,*,*,*
57521,18,*,*
57522,28,*,*
57523,93,*,*
57528,76,*,*
57529,33,*,*
57531,14,*,*
57532,110,*,*
57533,132,120,$620 
57534,18,*,*
57536,16,*,*
57537,*,*,*
57538,37,*,*
57540,11,*,*
57541,*,*,*
57543,28,*,*
57544,41,*,*
57547,14,*,*
57548,*,*,*
57551,68,55,$780 
57552,51,*,*
57553,*,*,*
57555,56,*,*
57559,38,*,*
57560,*,*,*
57562,*,*,*
57563,*,*,*
57564,40,*,*
57566,15,*,*
57567,77,*,*
57568,49,*,*
57569,32,21,$500 
57570,*,*,*
57571,*,*,*
57572,*,*,*
57574,*,*,*
57576,*,*,*
57577,23,*,*
57579,40,*,*
57580,245,230,$594 
57584,*,*,*
57585,28,*,*
57601,156,145,$615 
57620,45,*,*
57623,16,*,*
57625,17,*,*
57626,81,*,*
57630,*,*,*
57631,23,*,*
57632,53,*,*
57633,26,*,*
57634,*,*,*
57636,*,*,*
57638,78,*,*
57639,*,*,*
57640,11,*,*
57641,16,*,*
57642,16,*,*
57644,35,*,*
57645,15,*,*
57646,*,*,*
57648,20,*,*
57649,23,*,*
57650,*,*,*
57651,12,*,*
57652,*,*,*
57656,35,*,*
57657,*,*,*
57658,*,*,*
57659,*,*,*
57660,*,*,*
57701,"1,205","1,108",$749 
57702,"1,032",938,$790 
57703,399,365,$724 
57706,*,*,*
57709,*,*,*
57714,15,*,*
57716,12,*,*
57717,407,379,$772 
57718,255,*,*
57719,445,408,$890 
57720,34,*,*
57722,*,*,*
57724,18,*,*
57725,*,*,*
57730,216,198,$929 
57732,113,*,*
57735,47,*,*
57737,*,*,*
57738,*,*,*
57744,109,*,*
57745,93,*,*
57747,176,161,$884 
57748,*,*,*
57750,15,*,*
57751,51,*,*
57752,12,*,*
57754,207,195,$937 
57755,*,*,*
57756,*,*,*
57758,*,*,*
57759,12,*,*
57760,68,*,*
57761,45,*,*
57762,34,*,*
57763,*,*,*
57764,18,*,*
57766,11,*,*
57767,*,*,*
57769,146,*,*
57770,50,29,$650 
57772,23,*,*
57773,*,*,*
57775,*,*,*
57779,22,*,*
57780,*,*,*
57782,*,*,*
57783,711,659,$740 
57785,349,338,$850 
57787,37,*,*
57788,27,*,*
57790,58,*,*
57791,13,*,*
57792,*,*,*
57793,84,*,*
57794,11,*,*
58001,*,*,*
58004,15,*,*
58005,36,17,$254 
58006,29,*,*
58007,13,*,*
58008,30,*,*
58009,*,*,*
58011,19,*,*
58012,78,63,$250 
58013,*,*,*
58015,*,*,*
58016,*,*,*
58017,30,*,*
58018,*,*,*
58021,22,*,*
58027,39,*,*
58029,*,*,*
58030,28,*,*
58031,*,*,*
58032,37,*,*
58033,*,*,*
58035,18,*,*
58036,*,*,*
58038,*,*,*
58040,20,*,*
58041,72,59,$304 
58042,25,*,*
58043,13,*,*
58045,48,*,*
58046,18,*,*
58047,91,76,$264 
58048,22,*,*
58049,*,*,*
58051,60,33,$254 
58052,30,*,*
58053,111,94,$359 
58054,102,*,*
58056,18,*,*
58057,*,*,*
58058,16,*,*
58059,69,55,$234 
58060,70,58,$352 
58061,*,*,*
58062,11,*,*
58063,15,*,*
58064,11,*,*
58067,23,*,*
58068,17,*,*
58069,*,*,*
58071,14,*,*
58072,201,169,$350 
58075,226,202,$342 
58077,29,*,*
58078,634,449,$258 
58079,43,*,*
58081,59,42,$351 
58102,662,497,$265 
58103,962,747,$274 
58104,843,598,$253 
58105,*,*,*
58107,*,*,*
58109,*,*,*
58201,"1,009",864,$317 
58202,14,*,*
58203,496,434,$335 
58206,*,*,*
58210,20,*,*
58212,24,*,*
58214,*,*,*
58216,*,*,*
58218,12,*,*
58219,*,*,*
58220,85,*,*
58222,15,*,*
58223,*,*,*
58224,*,*,*
58225,28,*,*
58227,40,*,*
58228,26,*,*
58229,14,*,*
58230,28,*,*
58231,28,*,*
58233,*,*,*
58235,14,*,*
58236,*,*,*
58237,109,95,$334 
58238,*,*,*
58239,*,*,*
58240,57,*,*
58243,16,*,*
58244,*,*,*
58249,165,135,$275 
58250,*,*,*
58251,68,*,*
58254,18,*,*
58256,29,*,*
58257,56,44,$260 
58258,*,*,*
58259,23,*,*
58260,*,*,*
58261,50,*,*
58262,*,*,*
58265,26,*,*
58266,*,*,*
58267,42,*,*
58269,15,*,*
58270,50,*,*
58271,24,*,*
58272,*,*,*
58273,14,*,*
58274,27,*,*
58275,24,*,*
58276,*,*,*
58277,*,*,*
58278,73,*,*
58281,11,*,*
58282,40,25,$464 
58301,269,237,$365 
58310,*,*,*
58311,*,*,*
58313,*,*,*
58316,141,125,$278 
58317,23,*,*
58318,116,101,$410 
58321,11,*,*
58324,95,84,$353 
58325,*,*,*
58327,*,*,*
58329,157,*,*
58330,42,*,*
58331,11,*,*
58332,29,*,*
58335,12,*,*
58338,22,*,*
58339,*,*,*
58341,117,99,$374 
58343,*,*,*
58344,60,*,*
58345,20,*,*
58346,25,*,*
58348,84,*,*
58351,17,*,*
58352,57,42,$315 
58353,*,*,*
58355,*,*,*
58356,79,*,*
58357,11,*,*
58361,14,*,*
58362,*,*,*
58363,*,*,*
58365,33,*,*
58366,56,43,$406 
58367,41,*,*
58368,282,248,$351 
58369,39,*,*
58370,12,*,*
58372,*,*,*
58374,19,*,*
58377,23,*,*
58379,*,*,*
58380,15,*,*
58381,21,*,*
58382,*,*,*
58384,50,34,$343 
58385,16,*,*
58386,11,*,*
58401,467,416,$388 
58405,*,*,*
58413,91,*,*
58415,25,*,*
58416,30,*,*
58418,26,*,*
58420,11,*,*
58421,132,118,$335 
58422,14,*,*
58424,26,*,*
58425,52,*,*
58426,15,*,*
58428,29,*,*
58429,12,*,*
58430,22,*,*
58431,*,*,*
58433,61,50,$364 
58436,178,152,$314 
58438,26,*,*
58439,34,*,*
58440,23,*,*
58441,28,*,*
58442,41,*,*
58443,28,*,*
58444,*,*,*
58445,15,*,*
58448,*,*,*
58451,16,*,*
58452,*,*,*
58454,19,*,*
58455,22,*,*
58456,47,*,*
58458,92,71,$334 
58460,48,*,*
58461,31,*,*
58463,44,*,*
58464,19,*,*
58466,24,*,*
58467,47,34,$391 
58472,12,*,*
58474,157,126,$323 
58475,16,*,*
58476,15,*,*
58477,*,*,*
58478,26,*,*
58479,20,*,*
58480,17,*,*
58481,19,*,*
58482,72,*,*
58483,32,*,*
58484,*,*,*
58486,11,*,*
58487,58,*,*
58488,17,*,*
58490,*,*,*
58492,21,*,*
58494,23,*,*
58495,78,*,*
58496,14,*,*
58497,17,*,*
58501,654,538,$264 
58502,*,*,*
58503,683,537,$251 
58504,618,507,$262 
58520,16,*,*
58521,12,*,*
58523,105,90,$366 
58524,14,*,*
58528,*,*,*
58529,35,*,*
58530,28,*,*
58531,12,*,*
58532,29,*,*
58533,63,*,*
58535,30,*,*
58538,13,*,*
58540,39,*,*
58541,13,*,*
58542,26,*,*
58544,35,*,*
58545,69,*,*
58549,37,*,*
58552,113,101,$477 
58554,644,522,$270 
58558,33,*,*
58559,*,*,*
58560,17,*,*
58561,95,*,*
58562,32,*,*
58563,71,*,*
58564,*,*,*
58565,15,*,*
58566,*,*,*
58568,14,*,*
58569,19,*,*
58570,33,*,*
58571,23,*,*
58572,20,*,*
58573,83,*,*
58575,26,*,*
58576,38,27,$425 
58577,74,*,*
58579,36,*,*
58580,18,*,*
58581,41,*,*
58601,646,547,$332 
58602,*,*,*
58620,15,*,*
58621,40,*,*
58622,93,79,$399 
58623,161,140,$304 
58625,17,*,*
58626,19,*,*
58627,*,*,*
58630,39,*,*
58631,45,*,*
58632,27,*,*
58634,17,*,*
58636,41,*,*
58638,58,*,*
58639,98,83,$393 
58640,85,70,$255 
58641,*,*,*
58642,35,*,*
58643,18,*,*
58644,*,*,*
58645,18,*,*
58646,47,*,*
58647,61,*,*
58649,19,*,*
58650,27,*,*
58651,49,*,*
58652,69,*,*
58653,43,*,*
58654,24,*,*
58655,26,*,*
58656,20,*,*
58701,612,532,$362 
58702,*,*,*
58703,388,343,$322 
58704,*,*,*
58710,24,*,*
58711,16,*,*
